MAC,ssid,lat,lon
4E:53:50:4F:4F:76,attwifi,,
4E:53:50:4F:4F:77,NZ@McD1,,
4E:53:50:4F:4F:77,attwifi,,
4E:53:50:4F:4F:77,attwifi,,
4E:53:50:4F:4F:78,NZ@McD1,,
4E:53:50:4F:4F:78,attwifi,,
4E:53:50:4F:4F:78,attwifi,,
4E:53:50:4F:4F:79,NZ@McD1,,
4E:53:50:4F:4F:79,attwifi,,
4E:53:50:4F:4F:79,attwifi,,
4E:53:50:4F:4F:80,NZ@McD1,,
4E:53:50:4F:4F:80,attwifi,,
4E:53:50:4F:4F:80,attwifi,,
4E:53:50:4F:4F:81,NZ@McD1,,
4E:53:50:4F:4F:81,attwifi,,
4E:53:50:4F:4F:81,attwifi,,
4E:53:50:4F:4F:82,NZ@McD1,,
4E:53:50:4F:4F:82,attwifi,,
4E:53:50:4F:4F:82,attwifi,,
4E:53:50:4F:4F:83,NZ@McD1,,
4E:53:50:4F:4F:83,attwifi,,
4E:53:50:4F:4F:83,attwifi,,
4E:53:50:4F:4F:84,NZ@McD1,,
4E:53:50:4F:4F:84,attwifi,,
4E:53:50:4F:4F:84,attwifi,,
4E:53:50:4F:4F:85,NZ@McD1,,
4E:53:50:4F:4F:85,attwifi,,
4E:53:50:4F:4F:85,attwifi,,
4E:53:50:4F:4F:86,NZ@McD1,,
4E:53:50:4F:4F:86,attwifi,,
4E:53:50:4F:4F:86,attwifi,,
4E:53:50:4F:4F:87,NZ@McD1,,
4E:53:50:4F:4F:87,attwifi,,
4E:53:50:4F:4F:87,attwifi,,
4E:53:50:4F:4F:88,NZ@McD1,,
4E:53:50:4F:4F:88,attwifi,,
4E:53:50:4F:4F:88,attwifi,,
4E:53:50:4F:4F:89,NZ@McD1,,
4E:53:50:4F:4F:89,attwifi,,
4E:53:50:4F:4F:89,attwifi,,
4E:53:50:4F:4F:90,NZ@McD1,,
4E:53:50:4F:4F:90,attwifi,,
4E:53:50:4F:4F:90,attwifi,,
4E:53:50:4F:4F:91,NZ@McD1,,
4E:53:50:4F:4F:91,attwifi,,
4E:53:50:4F:4F:91,attwifi,,
4E:53:50:4F:4F:92,NZ@McD1,,
4E:53:50:4F:4F:92,attwifi,,
4E:53:50:4F:4F:92,attwifi,,
4E:53:50:4F:4F:92,attwifi,34.08756479,-83.89815037
4E:53:50:4F:4F:93,NZ@McD1,,
4E:53:50:4F:4F:93,attwifi,,
4E:53:50:4F:4F:93,attwifi,,
4E:53:50:4F:4F:94,NZ@McD1,,
4E:53:50:4F:4F:94,attwifi,,
4E:53:50:4F:4F:94,attwifi,,
4E:53:50:4F:4F:95,NZ@McD1,,
4E:53:50:4F:4F:95,attwifi,,
4E:53:50:4F:4F:95,attwifi,,
4E:53:50:4F:4F:96,NZ@McD1,,
4E:53:50:4F:4F:96,attwifi,,
4E:53:50:4F:4F:96,attwifi,,
4E:53:50:4F:4F:97,NZ@McD1,,
4E:53:50:4F:4F:97,attwifi,,
4E:53:50:4F:4F:97,attwifi,,
4E:53:50:4F:4F:98,NZ@McD1,,
4E:53:50:4F:4F:98,attwifi,,
4E:53:50:4F:4F:98,attwifi,,
4E:53:50:4F:4F:99,NZ@McD1,,
4E:53:50:4F:4F:99,attwifi,,
4E:53:50:4F:4F:99,attwifi,,
4E:53:50:4F:4F:99,attwifi,34.08772661,-83.89807158
50:06:04:2A:0A:61,attwifi,28.37465906,-81.50261497
50:2E:5C:39:64:00,NZ@McD1,,
50:2E:5C:39:64:00,attwifi,,
50:67:F0:0F:DD:C9,NZ@McD1,,
50:67:F0:0F:DD:C9,attwifi,,
50:CC:F8:65:33:1F,NZ@McD1,,
50:CC:F8:65:33:1F,attwifi,,
54:04:A6:D3:36:E2,NZ@McD1,,
54:04:A6:D3:36:E2,attwifi,,
54:A0:50:EF:BA:8C,NZ@McD1,,
54:A0:50:EF:BA:8C,attwifi,,
54:E6:FC:A2:F1:E6,NZ@McD1,,
54:E6:FC:A2:F1:E6,attwifi,,
58:6D:8F:4A:E6:B0,NZ@McD1,,
58:6D:8F:4A:E6:B0,attwifi,,
5C:0E:8B:33:22:B3,wifine,,
5C:0E:8B:B3:5D:51,wifine,,
5C:0E:8B:B3:66:21,wifine,,
5C:0E:8B:B3:77:B1,wifine,,
5C:0E:8B:B3:97:C1,wifine,,
5C:0E:8B:B5:07:41,wifine,,
5C:0E:8B:B5:07:51,wifine,,
5C:0E:8B:C9:17:11,wifine,,
5C:0E:8B:CA:1C:B1,wifine,,
5C:0E:8B:CA:73:C1,wifine,,
5C:0E:8B:CA:A7:21,wifine,,
5C:0E:8B:CA:C5:81,wifine,,
5C:0E:8B:CA:FD:63,wifine,,
5C:0E:8B:CB:05:41,wifine,,
5C:50:15:C9:7A:80,attwifi,28.47885069,-81.45755121
5C:50:15:C9:E9:60,attwifi,28.47891759,-81.45699849
5C:50:15:E5:29:10,attwifi,28.47868274,-81.45758524
5E:7F:38:59:DA:FB,NZ@McD1,,
5E:7F:38:59:DA:FB,attwifi,,
60:2A:D0:7F:87:C6,NZ@McD1,,
60:2A:D0:7F:87:C6,attwifi,,
60:2A:D0:88:B6:84,NZ@McD1,,
60:2A:D0:88:B6:84,attwifi,,
60:36:DD:7E:05:B8,NZ@McD1,,
60:36:DD:7E:05:B8,attwifi,,
60:D9:C7:CB:4D:E5,NZ@McD1,,
60:D9:C7:CB:4D:E5,attwifi,,
62:36:DD:7E:05:B9,NZ@McD1,,
62:36:DD:7E:05:B9,attwifi,,
64:1C:67:5A:E3:B6,NZ@McD1,,
64:1C:67:5A:E3:B6,attwifi,,
64:31:50:E9:5D:73,wifine,,
64:31:50:E9:6D:55,wifine,,
64:31:50:E9:7A:E3,wifine,,
64:31:50:E9:7A:F3,wifine,,
64:31:50:E9:91:83,wifine,,
64:31:50:E9:91:95,wifine,,
64:31:50:E9:AF:13,wifine,,
64:31:50:EB:75:35,wifine,,
64:31:50:EB:8F:35,wifine,,
64:31:50:EB:8F:B5,wifine,,
64:31:50:EC:00:55,wifine,,
64:31:50:EC:07:93,wifine,,
64:31:50:EC:07:B5,wifine,,
64:31:50:EC:57:B5,wifine,,
64:31:50:EC:CF:F3,wifine,,
64:31:50:EC:DF:15,wifine,,
64:31:50:EC:DF:55,wifine,,
64:31:50:EC:DF:63,wifine,,
64:31:50:EC:DF:73,wifine,,
64:31:50:EC:EF:D5,wifine,,
64:31:50:EC:FF:13,wifine,,
64:31:50:EC:FF:F5,wifine,,
64:31:50:ED:00:75,wifine,,
64:31:50:ED:00:E3,wifine,,
64:31:50:ED:00:F3,wifine,,
64:31:50:ED:20:15,wifine,,
64:31:50:ED:20:93,wifine,,
64:31:50:ED:30:15,wifine,,
64:31:50:ED:8C:92,wifine,,
64:31:50:ED:8C:C2,wifine,,
64:31:50:ED:8C:D2,wifine,,
64:31:50:ED:9C:B3,wifine,,
64:31:50:ED:9C:D2,wifine,,
64:31:50:ED:9C:F4,wifine,,
64:31:50:ED:AC:32,wifine,,
64:31:50:ED:AC:83,wifine,,
64:31:50:ED:AC:95,wifine,,
64:31:50:ED:AC:B5,wifine,,
64:31:50:ED:BC:21,wifine,,
64:31:50:ED:BC:32,wifine,,
64:31:50:ED:BC:D3,wifine,,
64:31:50:ED:CC:55,wifine,,
64:31:50:ED:CC:63,wifine,,
64:31:50:ED:CC:75,wifine,,
64:31:50:ED:CC:A3,wifine,,
64:31:50:ED:CC:B5,wifine,,
64:31:50:ED:E4:35,wifine,,
64:31:50:EF:7F:52,wifine,,
64:31:50:EF:7F:63,wifine,,
64:31:50:EF:7F:73,wifine,,
64:31:50:EF:AF:53,wifine,,
64:31:50:EF:AF:F5,wifine,,
64:31:50:EF:BF:B3,wifine,,
64:31:50:EF:CF:03,wifine,,
64:31:50:EF:CF:13,wifine,,
64:31:50:EF:CF:C3,wifine,,
64:31:50:EF:CF:D5,wifine,,
64:31:50:F0:15:15,wifine,,
64:31:50:F0:15:E3,wifine,,
64:31:50:F0:15:F3,wifine,,
64:31:50:F0:37:D5,wifine,,
64:31:50:F0:57:35,wifine,,
64:31:50:F0:5D:D5,wifine,,
64:31:50:F0:67:A3,wifine,,
64:31:50:F0:67:B3,wifine,,
64:31:50:F0:77:43,wifine,,
64:31:50:F0:77:53,wifine,,
64:31:50:F0:77:A3,wifine,,
64:31:50:F0:77:B5,wifine,,
64:31:50:F0:77:F5,wifine,,
64:31:50:F0:87:35,wifine,,
64:31:50:F0:97:35,wifine,,
64:31:50:F0:97:43,wifine,,
64:31:50:F0:97:55,wifine,,
64:31:50:F0:97:F3,wifine,,
64:31:50:F0:A7:95,wifine,,
64:31:50:F0:B7:D5,wifine,,
64:31:50:F0:C7:95,wifine,,
64:31:50:F2:22:55,wifine,,
64:31:50:F2:82:15,wifine,,
64:66:B3:68:C0:49,NZ@McD1,,
64:66:B3:68:C0:49,attwifi,,
64:70:02:D7:C7:F3,NZ@McD1,,
64:70:02:D7:C7:F3,attwifi,,
64:A0:E7:5C:33:A6,attwifi,31.95759899,-83.751236
64:A0:E7:5C:36:B6,attwifi,31.95759899,-83.751236
64:A0:E7:5C:47:46,attwifi,31.95728739,-83.75118618
64:A0:E7:5C:47:D6,attwifi,31.95790931,-83.75128465
64:A0:E7:5C:59:56,attwifi,31.95976318,-83.75158863
64:A0:E7:5C:59:59,attwifi,31.96254459,-83.75202796
64:A0:E7:5E:3E:C6,attwifi,31.95976318,-83.75158863
64:A0:E7:5E:49:36,attwifi,31.95759899,-83.751236
64:A0:E7:90:97:27,attwifi,33.56564344,-84.32148341
64:AE:0C:65:6A:A7,attwifi,34.07203089,-83.91462086
64:AE:0C:65:6A:A8,attwifi,34.07202092,-83.9146052
64:AE:0C:C5:A8:47,attwifi,34.07201708,-83.9145982
64:B9:E8:6C:43:93,wifine,,
64:D9:89:6A:82:77,attwifi,33.96793289,-84.01557412
68:17:29:A1:AE:C8,NZ@McD1,,
68:17:29:A1:AE:C8,attwifi,,
68:1C:A2:00:BE:91,NZ@McD1,,
68:1C:A2:00:BE:91,attwifi,,
68:7F:74:77:AC:89,NZ@McD1,,
68:7F:74:77:AC:89,attwifi,,
68:7F:74:C6:9A:1F,NZ@McD1,,
68:7F:74:C6:9A:1F,attwifi,,
68:7F:74:C6:9A:21,NZ@McD1,,
68:7F:74:C6:9A:21,attwifi,,
68:7F:74:C6:9A:22,NZ@McD1,,
68:7F:74:C6:9A:22,attwifi,,
68:BC:0C:06:83:37,attwifi,29.15455247,-82.18510919
68:BC:0C:0A:4C:D7,attwifi,29.65730163,-82.41700067
6C:2F:2C:15:9E:CA,NZ@McD1,,
6C:2F:2C:15:9E:CA,attwifi,,
6C:71:D9:54:4E:87,NZ@McD1,,
6C:71:D9:54:4E:87,attwifi,,
6C:B7:F4:B5:78:F2,NZ@McD1,,
6C:B7:F4:B5:78:F2,attwifi,,
6C:F3:7F:35:9A:92,wifine,,
6C:F3:7F:35:9A:9A,wifine,,
6C:F3:7F:80:A7:D2,wifine,,
6C:F3:7F:83:77:52,wifine,,
6C:F3:7F:83:79:62,wifine,,
6C:F3:7F:83:87:E3,wifine,,
6C:F3:7F:83:88:53,wifine,,
6C:F3:7F:83:88:E3,wifine,,
6C:F3:7F:83:89:42,wifine,,
6C:F3:7F:83:89:63,wifine,,
6C:F3:7F:83:89:83,wifine,,
6C:F3:7F:83:89:93,wifine,,
6C:F3:7F:83:8D:23,wifine,,
6C:F3:7F:83:8D:92,wifine,,
6C:F3:7F:83:8D:C2,wifine,,
6C:F3:7F:83:8F:91,wifine,,
6C:F3:7F:83:93:32,wifine,,
6C:F3:7F:83:96:B3,wifine,,
6C:F3:7F:83:96:C4,wifine,,
6C:F3:7F:83:98:B3,wifine,,
6C:F3:7F:83:E5:D3,wifine,,
6C:F3:7F:83:E6:C0,wifine,,
6C:F3:7F:83:E7:83,wifine,,
6C:F3:7F:83:E8:53,wifine,,
6C:F3:7F:84:53:C3,wifine,,
6C:F3:7F:84:75:03,wifine,,
6C:F3:7F:84:77:73,wifine,,
6C:F3:7F:84:7C:F3,wifine,,
6C:F3:7F:84:7F:31,wifine,,
6C:F3:7F:84:80:02,wifine,,
6C:F3:7F:84:81:32,wifine,,
6C:F3:7F:84:82:92,wifine,,
6C:F3:7F:84:82:C2,wifine,,
6C:F3:7F:84:83:52,wifine,,
6C:F3:7F:84:85:43,wifine,,
6C:F3:7F:89:30:32,wifine,,
6C:F3:7F:89:32:52,wifine,,
6C:F3:7F:89:32:F2,wifine,,
6C:F3:7F:89:32:F9,wifine,,
6C:F3:7F:89:33:02,wifine,,
6C:F3:7F:89:33:09,wifine,,
6C:F3:7F:89:34:42,wifine,,
6C:F3:7F:89:EA:B3,wifine,,
6C:F3:7F:89:EA:D3,wifine,,
6C:F3:7F:89:EB:03,wifine,,
6C:F3:7F:89:EB:22,wifine,,
6C:F3:7F:89:EB:2A,wifine,,
6C:F3:7F:89:EB:52,wifine,,
6C:F3:7F:89:EB:73,wifine,,
6C:F3:7F:89:ED:E2,wifine,,
6C:F3:7F:89:EE:43,wifine,,
6C:F3:7F:89:EE:4B,wifine,,
6C:F3:7F:89:EE:52,wifine,,
6C:F3:7F:89:EE:62,wifine,,
6C:F3:7F:89:EE:6A,wifine,,
6C:F3:7F:89:EF:B2,wifine,,
6C:F3:7F:89:F0:E2,wifine,,
6C:F3:7F:89:FC:F2,wifine,,
6C:F3:7F:89:FC:FA,wifine,,
6C:F3:7F:8A:12:63,wifine,,
6C:F3:7F:8A:13:13,wifine,,
6C:F3:7F:8A:13:33,wifine,,
6C:F3:7F:8A:13:43,wifine,,
6C:F3:7F:8A:13:4B,wifine,,
6C:F3:7F:8A:16:A3,wifine,,
6C:F3:7F:8A:16:D3,wifine,,
6C:F3:7F:8A:16:DB,wifine,,
6C:F3:7F:8A:17:03,wifine,,
6C:F3:7F:8A:18:13,wifine,,
6C:F3:7F:8A:18:63,wifine,,
6C:F3:7F:8A:19:73,wifine,,
6C:F3:7F:90:22:71,wifine,,
6C:F3:7F:90:23:C0,wifine,,
6C:F3:7F:90:25:60,wifine,,
6C:F3:7F:90:28:31,wifine,,
6C:F3:7F:90:2B:01,wifine,,
6C:F3:7F:90:2B:09,wifine,,
6C:F3:7F:90:39:41,wifine,,
6C:F3:7F:90:39:49,wifine,,
6C:F3:7F:97:D7:91,wifine,,
6C:F3:7F:97:D7:99,wifine,,
6C:F3:7F:97:D7:E1,wifine,,
6C:F3:7F:97:D7:E9,wifine,,
6C:F3:7F:97:D9:40,wifine,,
6C:F3:7F:97:D9:90,wifine,,
6C:F3:7F:97:E4:51,wifine,,
6C:F3:7F:97:E4:59,wifine,,
6C:F3:7F:97:E9:B1,wifine,,
6C:F3:7F:97:EA:E2,wifine,,
6C:F3:7F:97:EB:92,wifine,,
6C:F3:7F:97:EB:B2,wifine,,
6C:F3:7F:97:EB:D1,wifine,,
6C:F3:7F:97:EE:41,wifine,,
6C:F3:7F:97:EE:A1,wifine,,
6C:F3:7F:97:F4:72,wifine,,
6C:F3:7F:97:F6:D1,wifine,,
6C:F3:7F:97:F9:B1,wifine,,
6C:F3:7F:98:13:41,wifine,,
6C:F3:7F:98:14:52,wifine,,
6C:F3:7F:98:1F:33,wifine,,
6C:F3:7F:98:20:03,wifine,,
6C:F3:7F:98:23:70,wifine,,
6C:F3:7F:98:24:A0,wifine,,
6C:F3:7F:98:25:02,wifine,,
6C:F3:7F:98:26:F2,wifine,,
6C:F3:7F:98:28:00,wifine,,
6C:F3:7F:98:28:63,wifine,,
6C:F3:7F:98:29:B0,wifine,,
6C:F3:7F:98:2A:80,wifine,,
6C:F3:7F:98:2A:E3,wifine,,
6C:F3:7F:98:2A:EA,wifine,,
6C:F3:7F:98:2B:E0,wifine,,
6C:F3:7F:98:2D:50,wifine,,
6C:F3:7F:98:2E:C3,wifine,,
6C:FA:89:E2:AF:C0,attwifi,28.46805878,-81.46303122
70:71:BC:2A:5D:04,NZ@McD1,,
70:71:BC:2A:5D:04,attwifi,,
70:F1:A1:03:6B:9A,NZ@McD1,,
70:F1:A1:03:6B:9A,attwifi,,
74:44:01:85:1D:FE,NZ@McD1,,
74:44:01:85:1D:FE,attwifi,,
74:D0:2B:A7:F7:8E,NZ@McD1,,
74:D0:2B:A7:F7:8E,attwifi,,
74:D4:35:91:82:95,NZ@McD1,,
74:D4:35:91:82:95,attwifi,,
74:EA:3A:A4:E0:EA,wifine,,
74:EA:3A:CA:C0:EC,NZ@McD1,,
74:EA:3A:CA:C0:EC,attwifi,,
74:EA:3A:EF:90:86,NZ@McD1,,
74:EA:3A:EF:90:86,attwifi,,
74:F6:12:C9:28:3B,NZ@McD1,,
74:F6:12:C9:28:3B,attwifi,,
78:59:5E:6F:E3:6A,NZ@McD1,,
78:59:5E:6F:E3:6A,attwifi,,
78:92:9C:0C:A1:81,NZ@McD1,,
78:92:9C:0C:A1:81,attwifi,,
7C:61:93:07:6C:25,NZ@McD1,,
7C:61:93:07:6C:25,attwifi,,
80:37:73:BE:76:06,NZ@McD1,,
80:37:73:BE:76:06,attwifi,,
80:BE:05:21:29:43,NZ@McD1,,
80:BE:05:21:29:43,attwifi,,
84:00:D2:B2:51:F1,NZ@McD1,,
84:00:D2:B2:51:F1,attwifi,,
84:1B:5E:69:AB:C8,wifine,,
84:25:DB:6D:D8:5D,NZ@McD1,,
84:25:DB:6D:D8:5D,attwifi,,
84:74:2A:02:52:0B,NZ@McD1,,
84:74:2A:02:52:0B,attwifi,,
84:A8:E4:11:43:28,NZ@McD1,,
84:A8:E4:11:43:28,attwifi,,
84:C9:B2:DA:DC:1A,NZ@McD1,,
84:C9:B2:DA:DC:1A,attwifi,,
84:C9:B2:E2:94:B5,NZ@McD1,,
84:C9:B2:E2:94:B5,attwifi,,
88:1F:A1:36:22:E2,wifine,,
88:30:8A:39:8A:C1,NZ@McD1,,
88:30:8A:39:8A:C1,attwifi,,
88:30:8A:5C:0B:73,NZ@McD1,,
88:30:8A:5C:0B:73,attwifi,,
88:30:8A:64:99:5D,NZ@McD1,,
88:30:8A:64:99:5D,attwifi,,
88:30:8A:F9:1B:B6,NZ@McD1,,
88:30:8A:F9:1B:B6,attwifi,,
88:32:9B:36:95:F2,NZ@McD1,,
88:32:9B:36:95:F2,attwifi,,
88:32:9B:98:1F:31,NZ@McD1,,
88:32:9B:98:1F:31,attwifi,,
88:32:9B:C3:29:34,NZ@McD1,,
88:32:9B:C3:29:34,attwifi,,
88:44:F6:26:12:8C,NZ@McD1,,
88:44:F6:26:12:8C,attwifi,,
88:53:2E:0B:74:5E,NZ@McD1,,
88:53:2E:0B:74:5E,attwifi,,
88:75:56:00:26:A0,attwifi,28.47952739,-81.4576167
88:75:56:00:B2:00,attwifi,28.47950591,-81.45748658
88:75:56:01:D5:90,attwifi,28.47863977,-81.45768971
88:75:56:01:EE:30,attwifi,28.47782339,-81.45758468
88:75:56:01:F6:80,attwifi,28.47891826,-81.45699856
88:75:56:01:FC:50,attwifi,-81.45705456,28.47892229
88:75:56:01:FC:50,attwifi,28.47892229,-81.45705456
88:75:56:15:36:30,attwifi,28.47779838,-81.45857593
88:75:56:3A:04:C0,attwifi,28.47863053,-81.45760308
88:75:56:3B:0A:00,attwifi,28.47782339,-81.45758468
88:75:56:3B:3F:20,attwifi,28.47861621,-81.45757459
88:75:56:3B:B8:80,attwifi,28.47951684,-81.4576856
88:75:56:3B:C7:50,attwifi,28.47942927,-81.45770555
88:75:56:3B:D4:30,attwifi,28.47779951,-81.45765407
88:75:56:6E:96:00,attwifi,28.47872852,-81.45762568
88:75:56:A1:BE:C0,attwifi,28.47892246,-81.4570545
88:75:56:DB:25:A0,attwifi,28.47920429,-81.4575295
8C:3A:E3:6E:E1:CA,NZ@McD1,,
8C:3A:E3:6E:E1:CA,attwifi,,
8C:89:A5:32:EB:50,NZ@McD1,,
8C:89:A5:32:EB:50,attwifi,,
8C:A9:82:1F:2C:EE,NZ@McD1,,
8C:A9:82:1F:2C:EE,attwifi,,
90:18:7C:1E:C5:75,NZ@McD1,,
90:18:7C:1E:C5:75,attwifi,,
90:18:7C:89:30:16,NZ@McD1,,
90:18:7C:89:30:16,attwifi,,
90:6F:52:6F:6E:C2,NZ@McD1,,
90:6F:52:6F:6E:C2,attwifi,,
90:94:E4:A9:EF:CE,NZ@McD1,,
90:94:E4:A9:EF:CE,attwifi,,
90:F6:52:D0:BE:A2,NZ@McD1,,
90:F6:52:D0:BE:A2,attwifi,,
94:10:3E:03:16:0F,NZ@McD1,,
94:10:3E:03:16:0F,attwifi,,
98:2C:BE:05:63:C9,NZ@McD1,,
98:2C:BE:05:63:C9,attwifi,,
98:2C:BE:DA:65:C8,NZ@McD1,,
98:2C:BE:DA:65:C8,attwifi,,
98:52:B1:B3:90:59,NZ@McD1,,
98:52:B1:B3:90:59,attwifi,,
98:F5:37:51:C8:3B,wifine,,
98:F5:37:79:68:59,NZ@McD1,,
98:F5:37:79:68:59,attwifi,,
9C:04:EB:04:7D:7C,NZ@McD1,,
9C:04:EB:04:7D:7C,attwifi,,
9C:1C:12:30:73:00,attwifi,33.90378171,-84.11642897
9C:1C:12:30:73:10,attwifi,33.90378171,-84.11642897
9C:2A:70:7F:FD:A4,NZ@McD1,,
9C:2A:70:7F:FD:A4,attwifi,,
9C:B7:0D;6A:4F:CA,NZ@McD1,,
9C:B7:0D;6A:4F:CA,attwifi,,
9C:C7:A6:1F:8F:3D,NZ@McD1,,
9C:C7:A6:1F:8F:3D,attwifi,,
9C:D2:1E:85:38:AB,NZ@McD1,,
9C:D2:1E:85:38:AB,attwifi,,
9C:D3:6D:9C:89:08,NZ@McD1,,
9C:D3:6D:9C:89:08,attwifi,,
9C:D3:6D:B7:67:40,NZ@McD1,,
9C:D3:6D:B7:67:40,attwifi,,
9C:D3:6D:FF:75:51,NZ@McD1,,
9C:D3:6D:FF:75:51,attwifi,,
9C:D6:43:C4:E3:40,NZ@McD1,,
9C:D6:43:C4:E3:40,attwifi,,
9C:E6:35:0E:66:A9,NZ@McD1,,
9C:E6:35:0E:66:A9,attwifi,,
9C:E6:35:D9:33:CB,NZ@McD1,,
9C:E6:35:D9:33:CB,attwifi,,
9C:E6:35:F0:AA:6A,NZ@McD1,,
9C:E6:35:F0:AA:6A,attwifi,,
9C:E6:E7:D3:78:00,NZ@McD1,,
9C:E6:E7:D3:78:00,attwifi,,
A4:B1:E9:E9:84:BD,NZ@McD1,,
A4:B1:E9:E9:84:BD,attwifi,,
A4:C0:E1:69:0A:F8,NZ@McD1,,
A4:C0:E1:69:0A:F8,attwifi,,
A6:F3:C1:0B:C6:7E,NZ@McD1,,
A6:F3:C1:0B:C6:7E,attwifi,,
A8:A6:68:7B:D6:41,NZ@McD1,,
A8:A6:68:7B:D6:41,attwifi,,
AC:81:12:56:41:2D,NZ@McD1,,
AC:81:12:56:41:2D,attwifi,,
B0:48:7A:C3:47:A4,wifine,,
B4:52:7E:45:4F:E7,NZ@McD1,,
B4:52:7E:45:4F:E7,attwifi,,
B4:62:93:65:CC:F2,NZ@McD1,,
B4:62:93:65:CC:F2,attwifi,,
B4:75:0E:F1:52:AE,NZ@McD1,,
B4:75:0E:F1:52:AE,attwifi,,
B4:98:42:ED:FF:6B,NZ@McD1,,
B4:98:42:ED:FF:6B,attwifi,,
B4:C7:99:03:20:82,wifine,,
B4:C7:99:03:32:52,wifine,,
B4:C7:99:03:33:C2,wifine,,
B4:C7:99:04:9F:80,wifine,,
B4:C7:99:04:A3:C2,wifine,,
B4:C7:99:04:A4:B4,wifine,,
B4:C7:99:04:A7:80,wifine,,
B4:C7:99:04:AC:D3,wifine,,
B4:C7:99:04:B0:24,wifine,,
B4:C7:99:04:D4:62,wifine,,
B4:C7:99:04:E0:12,wifine,,
B4:C7:99:04:FB:72,wifine,,
B4:C7:99:04:FB:B2,wifine,,
B4:C7:99:04:FC:62,wifine,,
B4:C7:99:05:6E:A2,wifine,,
B4:C7:99:05:71:43,wifine,,
B4:C7:99:05:81:71,wifine,,
B4:C7:99:06:84:B0,wifine,,
B4:C7:99:06:84:E0,wifine,,
B4:C7:99:06:E0:F2,wifine,,
B4:C7:99:07:34:22,wifine,,
B4:C7:99:07:7A:E2,wifine,,
B4:C7:99:07:7D:A2,wifine,,
B4:C7:99:07:87:C1,wifine,,
B4:C7:99:07:8F:31,wifine,,
B4:C7:99:07:92:E1,wifine,,
B4:C7:99:07:9A:D2,wifine,,
B4:C7:99:07:C5:20,wifine,,
B4:C7:99:07:C7:20,wifine,,
B4:C7:99:08:63:71,wifine,,
B4:C7:99:08:D1:72,wifine,,
B4:C7:99:08:F9:02,wifine,,
B4:C7:99:09:41:52,wifine,,
B4:C7:99:0D:13:44,wifine,,
B4:C7:99:0D:14:44,wifine,,
B4:C7:99:0D:80:F3,wifine,,
B4:C7:99:0D:81:23,wifine,,
B4:C7:99:0D:83:53,wifine,,
B4:C7:99:0D:83:63,wifine,,
B4:C7:99:0D:84:13,wifine,,
B4:C7:99:0D:A4:93,wifine,,
B4:C7:99:0D:A6:13,wifine,,
B4:C7:99:0D:C2:C3,wifine,,
B4:C7:99:0D:C2:D3,wifine,,
B4:C7:99:0D:E8:52,wifine,,
B4:C7:99:0D:FF:F3,wifine,,
B4:C7:99:0E:01:72,wifine,,
B4:C7:99:0E:37:F3,wifine,,
B4:C7:99:0E:38:13,wifine,,
B4:C7:99:0E:A5:B3,wifine,,
B4:C7:99:10:0B:34,wifine,,
B4:C7:99:10:0C:34,wifine,,
B4:C7:99:10:0D:53,wifine,,
B4:C7:99:10:0D:A4,wifine,,
B4:C7:99:10:0E:23,wifine,,
B4:C7:99:10:B2:83,wifine,,
B4:C7:99:11:E0:33,wifine,,
B4:C7:99:11:FA:63,wifine,,
B4:C7:99:12:A1:33,wifine,,
B4:C7:99:12:A5:93,wifine,,
B4:C7:99:12:A5:B3,wifine,,
B4:C7:99:12:AF:13,wifine,,
B4:C7:99:12:AF:23,wifine,,
B4:C7:99:12:B5:23,wifine,,
B4:C7:99:12:B5:43,wifine,,
B4:C7:99:12:BD:C3,wifine,,
B4:C7:99:12:FF:63,wifine,,
B4:C7:99:13:09:C3,wifine,,
B4:C7:99:13:40:43,wifine,,
B4:C7:99:13:44:03,wifine,,
B4:C7:99:13:44:93,wifine,,
B4:C7:99:13:4C:43,wifine,,
B4:C7:99:13:4D:13,wifine,,
B4:C7:99:13:67:13,wifine,,
B4:C7:99:13:69:13,wifine,,
B4:C7:99:15:FB:33,wifine,,
B4:C7:99:16:3A:B2,wifine,,
B4:C7:99:16:3D:31,wifine,,
B4:C7:99:16:3E:73,wifine,,
B4:C7:99:16:3F:D3,wifine,,
B4:C7:99:16:44:B3,wifine,,
B4:C7:99:16:50:D2,wifine,,
B4:C7:99:16:54:50,wifine,,
B4:C7:99:16:5A:01,wifine,,
B4:C7:99:16:A5:F2,wifine,,
B4:C7:99:16:BA:40,wifine,,
B4:C7:99:16:BD:83,wifine,,
B4:C7:99:16:CA:02,wifine,,
B4:C7:99:16:CB:A2,wifine,,
B4:C7:99:16:CC:C0,wifine,,
B4:C7:99:16:CF:E2,wifine,,
B4:C7:99:16:D6:72,wifine,,
B4:C7:99:16:DA:30,wifine,,
B4:C7:99:17:D5:33,wifine,,
B4:C7:99:17:E4:F3,wifine,,
B4:C7:99:18:C9:13,wifine,,
B4:C7:99:1A:0D:63,wifine,,
B4:C7:99:1A:1B:D3,wifine,,
B4:C7:99:69:7E:14,attwifi,30.82742409,-83.32175895
B4:C7:99:79:F5:61,wifine,,
B4:C7:99:80:55:E1,wifine,,
B4:C7:99:80:66:B2,wifine,,
B4:C7:99:80:67:E2,wifine,,
B4:C7:99:80:90:E2,wifine,,
B4:C7:99:80:A1:03,wifine,,
B4:C7:99:80:A3:43,wifine,,
